Customer ID,Age,City,Zip Code,Latitude,Longitude,Number of Referrals,Offer,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Streaming Music,Unlimited Data,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
4853-RULSV,25,Miramonte,93641,36.696759,-119.024051,0,Offer A,12.19,42,Yes,Yes,0,0,853.3,8103.45
4854-CIDCF,74,Los Angeles,90065,34.108833,-118.229715,0,None,46.65,25,No,Yes,0,0,139.95,336.35
4854-SSLTN,49,Torrance,90502,33.833181,-118.292062,8,Offer E,42.55,53,No,Yes,0,0,85.1,215.6
4855-SNKMY,31,Los Angeles,90024,34.066303,-118.435479,0,Offer E,4.41,30,No,Yes,0,0,4.41,48.51
4859-ZSRDZ,58,Vacaville,95687,38.333133,-121.920151,1,Offer B,,11,Yes,Yes,0,0,0,3166.9
4860-IJUDE,34,Ripon,95366,37.750778,-121.13238,0,None,30.06,5,No,Yes,0,0,390.78,1347.43
4860-YZGZM,27,San Jose,95128,37.316146,-121.936285,0,None,39.39,,,,0,0,393.9,579.3
4868-AADLV,77,Durham,95938,39.607831,-121.777959,0,None,3.27,10,No,Yes,0,0,215.82,8078.07
4869-EPIUS,37,San Rafael,94901,37.972662,-122.491452,3,None,46.18,24,Yes,Yes,0,0,2586.08,7143.58
4871-JTKJF,70,Selma,93662,36.545322,-119.642281,0,None,31.13,5,No,Yes,0,0,31.13,100.78
4872-JCVCA,44,Desert Hot Springs,92241,33.832799,-116.250973,1,Offer A,,16,No,Yes,0,0,0,3377.8
4872-VXRIL,22,Lancaster,93536,34.741406,-118.38111,0,Offer B,48.32,59,No,Yes,0,0,2705.92,6371.47
4873-ILOLJ,64,Sunol,94586,37.587494,-121.862856,0,None,32.49,23,Yes,Yes,0,0,779.76,3018.26
4877-EVATK,30,Elk,95432,39.108252,-123.645121,0,None,46.77,,,,0,0,46.77,66.77
4877-TSOFF,41,Morongo Valley,92256,34.097863,-116.594561,7,Offer B,16.16,29,Yes,Yes,0,0,888.8,5153.05
4878-BUNFV,59,Oakland,94621,37.750553,-122.197175,10,Offer B,32.02,,,,0,0,1344.84,2173.69
4879-GZLFH,33,Buena Park,90621,33.874224,-117.993368,10,None,17.75,53,Yes,Yes,0,0,745.5,4620.9
4881-GQJTW,64,Taylorsville,95983,40.053684,-120.743116,0,Offer D,8.54,,,,0,0,119.56,419.96
4881-JVQOD,73,Oxnard,93030,34.223244,-119.18012,1,None,,53,No,Yes,0,0,0,362.6
4883-KCPZJ,30,Deer Park,94576,38.554383,-122.474773,9,Offer D,25.98,,,,0,0,571.56,1126.96
4883-QICIH,37,Bodega Bay,94923,38.377165,-123.037957,1,None,5.99,5,No,Yes,19.67,0,191.68,2519.91
4884-LEVMQ,39,Valley Springs,95252,38.156971,-120.849231,10,Offer C,36.39,,,,0,0,1419.21,2209.21
4884-TVUQF,80,Occidental,95465,38.415003,-122.998726,0,Offer B,36.89,17,Yes,Yes,0,0,2102.73,7882.33
4884-ZTHVF,80,Santa Cruz,95065,37.031404,-121.981865,0,None,39.01,28,No,Yes,0,0,312.08,1025.68
4890-VMUAV,46,Alpine,91901,32.827184,-116.703729,0,Offer B,18.05,11,No,No,0,70,1137.15,5783.45
4891-NLUBA,46,Paynes Creek,96075,40.343213,-121.815412,8,Offer B,,26,Yes,Yes,0,0,0,3751.15
4892-VLANZ,40,Colusa,95932,39.273096,-122.050763,0,None,9.66,,,,0,0,9.66,29.46
4893-GYUJU,29,Oregon House,95962,39.342587,-121.249833,0,None,17.88,,,,29.5,0,894,1897.5
4895-TMWIR,79,San Diego,92122,32.85723,-117.209774,1,None,29.54,,,,0,0,324.94,539.69
4896-CPRPF,38,Valley Ford,94972,38.339996,-122.935056,1,None,13.67,,,,0,0,478.45,1287.7
4897-QSUYC,42,Amboy,92304,34.559882,-115.637164,0,Offer E,21.59,,,,0,0,21.59,41.74
4900-MSOMT,39,Carnelian Bay,96140,39.227434,-120.091806,7,None,49.12,23,No,Yes,0,0,3536.64,9250.84
4902-OHLSK,76,Half Moon Bay,94019,37.45567,-122.407992,0,None,20.98,16,No,Yes,0,0,608.42,3471.17
4903-CNOZC,25,La Canada Flintridge,91011,34.234912,-118.153729,0,Offer C,28.83,47,Yes,Yes,0,0,836.07,2800.67
4903-UYAVB,53,Lathrop,95330,37.80821,-121.308401,0,Offer E,31.76,,,,0,0,158.8,284.85
4905-JEFDW,39,Palo Alto,94306,37.416159,-122.131337,0,None,,5,No,Yes,0,0,0,470.6
4906-ZHGPK,49,Los Angeles,90046,34.108455,-118.362081,3,None,48.45,28,No,Yes,0,0,2616.3,6386.3
4908-XAXAY,70,Buttonwillow,93206,35.451402,-119.488413,0,None,47.72,21,No,Yes,0,0,2338.28,6625.48
4909-JOUPP,76,Tahoma,96142,39.061227,-120.179546,5,None,27.74,3,Yes,Yes,0,0,1997.28,9895.73
4910-AQFFX,30,Soulsbyville,95372,37.990574,-120.261821,1,None,31.67,59,No,No,0,10,285.03,956.28
4910-GMJOT,56,San Francisco,94129,37.797526,-122.464531,0,None,1.17,27,Yes,Yes,0,0,1.17,95.77
4911-BANWH,44,Sunland,91040,34.282704,-118.312929,0,None,33.38,27,No,Yes,0,0,1034.78,3732.18
4912-PIGUY,44,Perris,92571,33.828289,-117.201666,0,Offer E,7.34,11,No,No,0,0,7.34,91.94
4913-EHYUI,80,Alpaugh,93201,35.869626,-119.498771,0,Offer B,48.8,12,No,Yes,0,0,2732.8,8527.45
4915-BFSXL,49,Mount Hermon,95041,37.051166,-122.056194,9,Offer A,22.67,29,No,Yes,0,0,1586.9,6445.6
4918-FYJNT,68,Los Angeles,90063,34.044271,-118.185237,4,None,22.74,21,No,Yes,12.48,0,1250.7,6283.02
4918-QLLIW,23,Santa Monica,90405,34.005439,-118.477507,0,None,47.68,82,Yes,Yes,0,0,143.04,331.74
4919-IKATY,64,San Diego,92126,32.886925,-117.152162,3,Offer E,36.88,8,No,Yes,0,0,184.4,638.15
4919-MOAVT,53,Pasadena,91103,34.167465,-118.165327,0,Offer E,39.38,23,No,Yes,0,0,118.14,338.24
4922-CVPDX,23,Westminster,92683,33.752591,-117.993661,6,Offer C,34.12,58,Yes,No,17.03,70,887.12,2845.79
4923-ADWXJ,33,Igo,96047,40.524535,-122.647172,0,None,1.22,10,Yes,Yes,29.29,0,30.5,1680.86
4925-LMHOK,29,Stockton,95212,38.049457,-121.21653,0,Offer D,14.79,59,No,Yes,0,0,221.85,1161.55
4926-UMJZD,51,Mt Baldy,91759,34.231318,-117.662032,4,None,1.2,15,No,No,0,100,37.2,1635.75
4927-WWOOZ,39,Pacific Grove,93950,36.618337,-121.926417,0,None,49.41,20,No,No,0,10,98.82,280.27
4929-BSTRX,61,Oxnard,93030,34.223244,-119.18012,0,None,1.59,14,No,Yes,0,0,1.59,55.14
4929-ROART,47,Ukiah,95482,39.134075,-123.23422,0,None,33.8,17,No,No,0,30,608.4,1608.25
4929-XIHVW,79,Los Angeles,90034,34.030578,-118.399613,10,Offer E,33.1,11,No,No,0,10,66.2,257.85
4931-TRZWN,54,Hornbrook,96044,41.962127,-122.527696,0,Offer D,10.66,5,Yes,Yes,10.47,0,138.58,1051.96
4933-BSAIP,39,Northridge,91324,34.238208,-118.55029,1,None,31.37,,,,45.6,0,1254.8,1989.3
4933-IKULF,71,Pinon Hills,92372,34.459322,-117.629729,0,Offer D,24.15,,,,0,0,410.55,741.15
4936-YPJNK,56,Rosamond,93560,34.903052,-118.411251,0,None,23.84,,,,0,0,238.4,437.85
4937-QPZPO,62,Snelling,95369,37.521708,-120.426843,3,None,34.54,58,Yes,Yes,0,0,2106.94,8348.29
4939-KYYPY,55,Coleville,96107,38.42528,-119.475741,0,None,33.94,25,No,Yes,0,0,916.38,2528.03
4940-KHCWD,61,Downey,90240,33.956228,-118.120993,1,Offer B,,2,No,Yes,0,0,0,2288.7
4942-VZZOM,40,Tupman,93276,35.316263,-119.402559,3,Offer B,37.46,2,No,Yes,0,0,2397.44,6789.94
4945-RVMTE,57,Blocksburg,95514,40.309088,-123.668201,0,None,38.97,3,No,Yes,0,0,1091.16,2737.61
4946-EDSEW,35,Compton,90221,33.885811,-118.206459,1,Offer D,29.01,,,,0,0,319.11,499.41
4947-DSMXK,28,Farmersville,93223,36.29878,-119.201028,9,None,42.74,52,Yes,Yes,0,0,1453.16,4863.16
4948-WBBKL,80,Dunnigan,95937,38.931425,-121.946081,0,Offer C,41.57,10,No,Yes,0,0,1496.52,4155.97
4950-BDEUX,47,Apple Valley,92308,34.424926,-117.184503,0,Offer C,,26,Yes,Yes,0,0,0,1701.65
4950-HKQTE,47,Morro Bay,93442,35.369553,-120.763864,0,Offer D,5.28,,,,0,0,116.16,722.06
4951-UKAAQ,30,Inglewood,90302,33.975332,-118.355252,0,None,48.32,51,Yes,No,0,40,193.28,588.48
4952-YSOGZ,48,San Diego,92129,32.961064,-117.134917,1,None,4.14,30,Yes,Yes,0,0,16.56,397.86
4955-VCWBI,51,Markleeville,96120,38.735789,-119.85798,5,None,35.2,,,,0,0,1513.6,2331.55
4957-SREEC,38,Fallbrook,92028,33.362575,-117.299644,2,Offer A,31.78,,,,35.44,0,2224.6,3647.26
4957-TIALW,26,Corona,92880,33.918043,-117.617809,0,Offer D,20.11,73,Yes,Yes,0,0,301.65,1311.65
4957-TREIR,37,Stratford,93266,36.175255,-119.813805,0,None,38.05,7,No,Yes,0,0,114.15,309.8
4958-GZWIY,61,North Palm Springs,92258,33.906496,-116.569499,1,None,5.13,4,No,Yes,0,0,35.91,376.16
4958-XCBDQ,68,Victorville,92394,34.567058,-117.362329,0,Offer C,39.69,25,No,Yes,0,0,1389.15,4885.45
4959-JOSRX,41,La Puente,91744,34.031441,-117.936436,3,Offer E,30.19,16,No,Yes,0,0,60.38,140.93
4962-CHQPW,54,Greenville,95947,40.160386,-120.835428,0,Offer C,2,,,,0,0,58,593.05
4967-WPNCF,36,Huron,93234,36.217864,-120.080117,0,Offer A,,14,Yes,Yes,0,0,0,4464.8
4971-PUYQO,48,San Diego,92109,32.787836,-117.232376,0,None,11.09,6,Yes,Yes,0,0,299.43,3024.03
4973-MGTON,33,Topaz,96133,38.636052,-119.489162,0,None,3.09,26,Yes,Yes,0,0,219.39,6188.69
4973-RLZVI,52,Hornbrook,96044,41.962127,-122.527696,0,None,4.22,13,No,No,0,50,126.6,2485.2
4976-LNFVV,65,Daly City,94015,37.680844,-122.48131,6,None,,14,No,Yes,0,0,0,577.15
4979-HPRFL,54,Garden Grove,92841,33.786738,-117.982564,1,Offer B,37.67,,,,29.41,0,2109.52,3482.36
4980-URKXC,26,Fort Irwin,92310,35.349241,-116.770281,1,None,12.61,,,,0,0,453.96,1174.01
4981-FLTMF,35,Springville,93265,36.245926,-118.693138,3,None,1.54,15,No,Yes,0,0,87.78,3775.63
4983-CCWMC,43,Creston,93432,35.480896,-120.469476,0,None,28.97,16,No,No,0,20,86.91,314.31
4983-CLMLV,30,Escondido,92027,33.141265,-116.967221,0,None,44.34,71,Yes,Yes,0,0,2305.68,7443.78
4986-MXSFP,40,San Leandro,94579,37.687264,-122.15728,0,Offer E,43.27,,,,0,0,86.54,127.44
4987-GQWPO,48,Huntington Beach,92647,33.723579,-118.005441,0,None,,11,No,Yes,0,0,0,382.8
4988-IQIGL,80,Canoga Park,91304,34.224377,-118.632656,0,None,28.49,18,No,Yes,0,0,28.49,103.84
4989-LIXVT,66,Santa Monica,90404,34.026334,-118.474222,0,None,19.67,28,No,Yes,0,0,1337.56,7840.76
4990-ALDGW,37,Los Angeles,90033,34.050198,-118.210946,0,None,38.73,,,,0,0,2207.61,3326.41
4992-LTJNE,40,Cantua Creek,93608,36.488056,-120.407691,5,Offer A,24.24,27,No,Yes,0,0,1745.28,5728.88
4993-JCRGJ,62,Holtville,92250,32.811001,-115.152865,0,None,37.69,30,No,Yes,0,0,979.94,3261.54
4994-OBRSZ,24,Weed,96094,41.465121,-122.380947,0,None,36.73,52,Yes,Yes,0,0,514.22,1569.02
4998-IKFSE,27,Phelan,92371,34.441123,-117.537886,0,Offer C,34.49,59,Yes,No,0,80,1034.7,4211.6
4999-IEZLT,45,Susanville,96130,40.559177,-120.612113,0,None,,15,No,Yes,0,0,0,1983.15
5002-GCQFH,30,Hercules,94547,37.991259,-122.214945,1,Offer B,47.17,26,No,No,0,30,2311.33,7074.43
5003-OKNNK,44,Hoopa,95546,41.163637,-123.704841,10,Offer D,46.64,,,,0,0,699.6,1035.55
5003-XZWWO,32,Capistrano Beach,92624,33.458754,-117.665104,4,None,15.12,30,Yes,Yes,0,0,1073.52,7030.37
5006-MXVRN,23,Keyes,95328,37.555631,-120.911653,0,None,29.79,,,,0,0,1161.81,1924.26
5010-IPEAQ,29,Escalon,95320,37.818543,-121.006907,2,None,,51,No,Yes,0,0,0,3623.95
5012-YSPJJ,20,Nubieber,96068,41.082472,-121.195215,6,None,25.04,71,No,Yes,0,0,776.24,2423.24
5013-SBUIH,63,Stockton,95202,37.959706,-121.287669,0,None,27.7,28,Yes,Yes,0,0,1385,6936.15
5014-GSOUQ,59,Grass Valley,95945,39.194539,-120.988066,0,Offer D,18.73,,,,0,0,243.49,487.14
5014-WUQMG,23,Hornbrook,96044,41.962127,-122.527696,1,Offer B,15.59,52,Yes,Yes,0,0,732.73,5124.18
5016-ETTFF,46,Los Angeles,90016,34.028331,-118.354338,0,Offer D,,30,No,No,0,40,0,295.25
5016-IBERQ,28,Simi Valley,93063,34.296813,-118.685703,1,None,18.05,51,No,Yes,8.3,0,415.15,2374.95
5016-LIPDW,45,Stanford,94305,37.424342,-122.165641,1,None,41.56,,,,0,0,2368.92,3430.52
5018-GWURO,25,Novato,94949,38.067204,-122.524004,9,None,42.81,51,No,Yes,0,0,2397.36,7300.16
5018-HEKFO,51,Rowland Heights,91748,33.976753,-117.897367,0,Offer D,17.01,,,,0,0,170.1,440.25
5018-LXQQG,47,Torrance,90505,33.807882,-118.347957,1,Offer C,16.48,17,Yes,Yes,0,0,494.4,2417.9
5019-GQVCR,74,Westlake Village,91361,34.130992,-118.894673,0,None,8.81,7,No,Yes,0,0,378.83,4024.43
5020-ZSTTY,70,San Diego,92122,32.85723,-117.209774,0,Offer B,12.08,5,Yes,Yes,0,0,652.32,5002.42
5022-JNQEQ,39,Esparto,95627,38.834469,-122.127193,10,None,8.1,20,No,Yes,0,0,72.9,720.4
5022-KVDQT,20,Woodland Hills,91364,34.153733,-118.593408,0,None,25.51,69,No,No,29.93,130,688.77,3061.64
5025-GOOKI,46,San Geronimo,94963,38.00474,-122.663717,0,Offer D,33.86,,,,0,0,677.2,1024.85
5027-QPKTE,39,Modesto,95350,37.671806,-121.007575,1,Offer E,14.75,28,No,No,0,10,103.25,564.35
5027-XWQHA,35,Ukiah,95482,39.134075,-123.23422,0,None,41.16,10,No,No,0,10,246.96,527.91
5027-YOCXN,23,Cardiff By The Sea,92007,33.015866,-117.272254,6,None,26.73,41,Yes,Yes,20.28,0,1363.23,7029.35
5028-GZLDO,21,Moraga,94556,37.827946,-122.107185,0,None,36.06,85,No,Yes,0,0,72.12,212.82
5028-HTLJB,69,New Cuyama,93254,34.956577,-119.750142,0,Offer E,19.87,,,,0,0,19.87,39.92
5032-MIYKT,19,Weott,95571,40.310119,-123.909449,0,None,38.81,52,Yes,Yes,0,0,38.81,109.51
5032-USPKF,57,Indio,92203,33.752938,-116.230055,0,None,25.11,13,Yes,Yes,0,0,954.18,4141.83
5035-BVCXS,20,Loyalton,96118,39.637471,-120.226338,0,None,13.55,27,No,Yes,0,0,149.05,1015.45
5035-PGZXH,49,Chico,95926,39.745712,-121.84333,0,None,32.43,2,Yes,No,0,30,1816.08,7760.48
5038-ETMLM,35,Sacramento,95823,38.475465,-121.443625,10,Offer A,29,22,Yes,Yes,0,0,2088,10270.75
5039-LZRQT,52,Mountain Center,92561,33.638645,-116.55783,0,None,26.57,,,,0,0,345.41,618.66
5043-TRZWM,32,Los Angeles,90022,34.02381,-118.156582,0,None,7.11,26,No,Yes,0,0,7.11,82.66
5044-LRQAQ,19,Ladera Ranch,92694,33.569186,-117.640055,8,None,41.22,73,No,Yes,0,0,288.54,766.09
5044-XDPYX,59,Chico,95973,39.903272,-121.843567,7,None,20.47,,,,0,0,1043.97,2325.22
5046-NUHWD,69,Hacienda Heights,91745,33.998471,-117.973758,5,None,,23,No,Yes,0,0,0,1228.65
5047-LHVLY,68,San Diego,92121,32.898613,-117.202937,0,Offer E,39.78,12,No,Yes,0,0,39.78,89.93
5049-GLYVG,56,Badger,93603,36.64545,-118.924982,0,Offer E,47.26,,,,0,0,47.26,67.86
5049-MUBWG,24,Carmel By The Sea,93921,36.554618,-121.922239,0,None,49.61,76,Yes,Yes,0,0,1289.86,3198.21
5052-PNLOS,50,Echo Lake,95721,38.851842,-120.076204,0,Offer E,13.83,14,Yes,Yes,0,0,41.49,364.74
5054-IEXZT,41,San Diego,92117,32.825086,-117.199424,0,None,32.82,21,No,No,0,10,32.82,118.17
5055-BRMNE,35,Friant,93626,37.027663,-119.69056,3,Offer A,40.35,16,Yes,Yes,0,0,2703.45,9712.95
5055-MGMGF,35,Half Moon Bay,94019,37.45567,-122.407992,3,Offer B,40.71,23,Yes,No,0,60,2646.15,9621.1
5056-FIMPT,47,Sacramento,95824,38.517295,-121.439819,0,None,10.19,10,Yes,No,0,130,438.17,5100.47
5057-LCOUI,35,Nipomo,93444,35.050345,-120.489599,0,Offer C,,4,Yes,Yes,0,0,0,2011.4
5057-RKGLH,22,Daggett,92327,34.875144,-116.821698,9,None,30.83,,,,0,0,277.47,468.57
5060-TQUQN,19,Rancho Cucamonga,91701,34.132275,-117.611478,1,None,10.24,48,Yes,Yes,0,0,307.2,2877.4
5061-PBXFW,49,San Jose,95129,37.305622,-122.000887,3,None,46.66,17,No,Yes,0,0,1493.12,3357.77
5062-CJJKH,63,Burbank,91505,34.174215,-118.345928,1,None,36.17,53,No,Yes,0,0,904.25,2259.7
5063-IUOKK,56,Santa Barbara,93111,34.460197,-119.802602,0,Offer D,10.11,,,,0,0,131.43,397.18
5066-GFJMM,55,Eureka,95501,40.796621,-124.15428,4,Offer E,41.36,,,,0,0,124.08,169.83
5067-DGXLL,35,Alleghany,95910,39.467828,-120.841386,0,None,15.83,,,,0,0,31.66,68.46
5067-WJEUN,42,Bakersfield,93308,35.559617,-118.925185,1,Offer A,10.9,26,No,No,0,10,730.3,4578.5
5067-XJQFU,77,Los Angeles,90067,34.057496,-118.413959,3,None,21.79,9,No,Yes,0,0,1438.14,8514.49
5071-FBJFS,61,Redding,96001,40.587919,-122.464732,8,None,44.64,21,No,Yes,0,0,178.56,395.66
5073-RZGBK,50,West Sacramento,95691,38.627951,-121.593287,6,Offer B,49.18,76,Yes,Yes,0,0,2459,6501.2
5073-WXOYN,58,Belmont,94002,37.509366,-122.306132,0,Offer B,,5,Yes,Yes,0,0,0,3027.4
5074-FBGHB,47,Freedom,95019,36.936228,-121.785559,0,None,25.95,23,Yes,Yes,0,0,1660.8,8550.6
5075-JSDKI,64,Woodbridge,95258,38.169605,-121.310964,0,Offer B,41.23,,,,0,0,2432.57,3925.67
5076-YVXCM,55,Tupman,93276,35.316263,-119.402559,0,Offer B,45.92,12,Yes,No,29.76,30,2341.92,6491.61
5077-DXTCG,37,Challenge,95925,39.461768,-121.195825,0,None,26.41,26,No,Yes,0,0,26.41,71.71
5081-NWSUP,54,San Jose,95122,37.32886,-121.834567,0,Offer D,37.45,5,Yes,Yes,0,0,374.5,1060.05
5084-OOVCJ,25,Canyon Dam,95923,40.171312,-121.120605,1,None,20.23,69,No,Yes,0,0,343.91,1264.41
5087-SUURX,46,Yorba Linda,92887,33.884073,-117.732197,1,None,,30,No,Yes,0,0,0,669.85
5088-QZLRL,50,Corona,92881,33.833686,-117.513063,0,Offer E,1.47,,,,0,0,1.47,22.12
5089-IFSDP,39,Huntington Beach,92647,33.723579,-118.005441,1,Offer B,27.99,24,Yes,Yes,0,0,1623.42,7767.97
5090-EMGTC,32,Beverly Hills,90210,34.099891,-118.414338,10,Offer B,45.75,11,Yes,Yes,0,0,2699.25,8734.1
5091-HFAZW,36,Santa Fe Springs,90670,33.933565,-118.062611,0,None,46.78,12,No,No,0,10,93.56,272.06
5092-STPKP,45,Platina,96076,40.367964,-122.937379,0,None,30.18,4,No,Yes,0,0,724.32,2105.52
5093-FEGLU,21,San Francisco,94105,37.789168,-122.395009,1,Offer B,45.9,,,,0,0,2157.3,3078.85
5095-AESKG,33,Sausalito,94965,37.848641,-122.515692,1,None,31.61,20,Yes,No,0,10,94.83,347.78
5095-ETBRJ,28,Lakeport,95453,39.080469,-122.955176,5,None,2.36,69,No,Yes,0,0,129.8,3241.85
5099-BAILX,77,Santa Barbara,93101,34.419203,-119.710008,1,Offer B,14.52,5,No,Yes,0,0,624.36,5312.26
5103-MHMHY,49,Los Osos,93402,35.279984,-120.824288,0,Offer E,46.17,19,No,Yes,0,0,46.17,92.12
5108-ADXWO,30,San Francisco,94130,37.820894,-122.369725,0,None,38.88,30,No,Yes,0,0,427.68,1219.43
5110-CHOPY,61,Carlsbad,92009,33.098018,-117.258203,0,None,,4,Yes,Yes,0,0,0,3237.05
5115-GZDEL,20,Chula Vista,91911,32.607964,-117.059459,0,None,,71,Yes,Yes,0,0,0,4671.7
5115-SQAAU,55,Long Beach,90813,33.781086,-118.199049,5,None,20.98,,,,28.09,0,1447.62,3092.93
5117-IFGPS,73,Tahoe City,96145,39.178337,-120.162806,7,Offer C,36.75,12,Yes,Yes,0,0,1065.75,3423.5
5117-ZSMHQ,22,Pioneer,95666,38.546999,-120.271114,9,Offer A,37.57,85,Yes,No,0,150,2667.47,9160.17
5118-MUEYH,22,Grand Terrace,92313,34.029175,-117.307211,4,Offer B,39.25,51,Yes,Yes,0,0,1884,6967.55
5119-KEPFY,50,San Jose,95131,37.387027,-121.897775,3,None,5.99,6,Yes,Yes,0,0,215.64,3655.89
5119-NZPTV,70,Sacramento,95823,38.475465,-121.443625,9,Offer E,34.99,24,No,Yes,0,0,69.98,211.63
5120-ZBLAI,40,King City,93930,36.220761,-120.980777,5,Offer B,9.47,28,Yes,Yes,0,0,473.5,4349.7
5122-CYFXA,53,Beverly Hills,90212,34.062095,-118.401508,0,Offer E,38.99,20,Yes,Yes,0,0,116.97,361.07
5124-EOGYE,59,Crestline,92325,34.248061,-117.29028,0,None,34.57,,,,0,0,1071.67,1710.22
5125-CNDSP,48,Big Creek,93605,37.17277,-119.2997,0,Offer B,,28,No,Yes,0,0,0,2588.95
5126-RCXYW,41,Alhambra,91803,34.074736,-118.145959,0,Offer B,,19,Yes,No,0,90,0,2514.05
5127-BZENZ,62,Mcarthur,96056,41.10831,-121.360362,1,Offer B,39.72,11,No,Yes,0,0,2224.32,5736.47
5129-HHMZC,64,Van Nuys,91401,34.178483,-118.431791,6,None,21.08,14,Yes,Yes,0,0,906.44,4480.94
5129-JLPIS,27,Los Angeles,90016,34.028331,-118.354338,0,None,10.4,48,Yes,Yes,0,0,260,2946.05
5130-IEKQT,73,San Francisco,94109,37.794487,-122.42227,0,Offer C,46.34,22,No,Yes,0,0,1158.5,3813.75
5130-YPIRV,22,San Diego,92119,32.802959,-117.027095,1,Offer B,6.41,59,No,Yes,0,0,397.42,4681.62
5131-PONJI,62,Upper Lake,95485,39.220368,-122.907693,10,Offer B,11.74,20,No,Yes,0,0,575.26,5069.91
5133-POWUA,34,Somerset,95684,38.606703,-120.586659,0,None,13.62,21,No,Yes,0,0,13.62,59.42
5133-VRSAB,47,Olema,94950,38.052209,-122.775567,0,Offer E,,8,No,No,0,10,0,226.45
5134-IKDAY,34,Twain,95984,40.022184,-121.062384,1,None,11.08,13,No,Yes,0,0,11.08,80.88
5135-GRQJV,75,Cantua Creek,93608,36.488056,-120.407691,4,Offer A,5.6,19,Yes,Yes,0,0,403.2,8735.15
5135-RDDQL,37,Corning,96021,39.913777,-122.289984,6,Offer B,25.32,11,No,Yes,37.04,0,1595.16,4779.37
5136-GFPMB,44,Spring Valley,91978,32.730264,-116.950963,0,Offer B,35.32,15,Yes,Yes,0,0,1907.28,6776.78
5136-KCKGI,22,Templeton,93465,35.536115,-120.739231,1,Offer C,41.61,73,Yes,Yes,0,0,1373.13,4840.13
5136-RGMZO,39,Gardena,90247,33.890853,-118.297967,0,None,6.4,24,No,Yes,0,0,198.4,2366.55
5138-WVKYJ,51,San Diego,92129,32.961064,-117.134917,0,Offer D,27.57,13,Yes,Yes,0,0,275.7,1284.25
5140-FOMCQ,52,Oakland,94602,37.803883,-122.208417,7,Offer B,40.47,4,Yes,Yes,0,0,2387.73,8945.48
5141-ZUVBH,46,Boron,93516,34.95703,-117.73045,0,None,42.1,16,Yes,Yes,0,0,378.9,1249.15
5143-EGQFK,76,San Diego,92126,32.886925,-117.152162,0,None,,20,No,No,0,110,0,401.4
5143-WMWOG,62,Stratford,93266,36.175255,-119.813805,0,None,17.61,,,,0,0,17.61,37.56
5144-PQCDZ,55,Fairfield,94533,38.287136,-122.02711,0,None,34.86,,,,0,0,139.44,198.69
5144-TVGLP,68,Los Angeles,90002,33.949255,-118.246978,0,None,46.96,13,No,Yes,45.82,0,1784.48,5391.66
5146-CBVOE,44,San Francisco,94134,37.721052,-122.413573,0,None,38.02,25,No,Yes,0,0,608.32,1821.17
5146-YYFRZ,32,Hacienda Heights,91745,33.998471,-117.973758,0,Offer A,15.32,,,,0,0,1026.44,2338.19
5148-HKFIR,49,Piru,93040,34.432843,-118.730106,0,None,15.87,,,,0,0,317.4,724.35
5148-ORICT,23,Olivehurst,95961,39.082568,-121.55325,2,None,18.03,42,Yes,Yes,0,0,1153.92,5913.47
5149-CUZUJ,35,Helendale,92342,34.757783,-117.33997,1,None,27.34,16,No,Yes,0,0,765.52,3533.87
5149-QYTTU,35,Long Beach,90814,33.771612,-118.143866,3,Offer A,34.53,19,No,No,0,0,2451.63,9222.48
5149-TGWDZ,48,San Francisco,94118,37.781304,-122.461522,0,None,36.31,27,Yes,Yes,0,0,762.51,3001.91
5150-ITWWB,65,Hamilton City,95951,39.732767,-122.042298,0,Offer E,37.78,28,Yes,Yes,0,0,113.34,449.09
5150-LJNSR,27,Tustin,92782,33.738543,-117.785046,3,Offer C,36.49,59,No,Yes,0,0,1131.19,4213.29
5151-HQRDG,57,Placerville,95667,38.733714,-120.795213,6,None,27.41,10,No,Yes,0,0,1014.17,3044.92
5153-LXKDT,51,Danville,94506,37.791481,-121.903253,1,None,18.47,75,Yes,Yes,0,0,1255.96,8723.46
5153-RTHKF,26,Palm Springs,92264,33.745746,-116.514215,0,None,23.54,76,No,No,0,0,800.36,3696.96
5154-VEKBL,30,Bodfish,93205,35.523991,-118.400432,0,Offer E,,48,Yes,Yes,0,0,0,539.85
5155-AZQPB,33,San Diego,92114,32.707892,-117.05512,6,Offer C,41.41,30,No,Yes,0,0,1159.48,2569.73
5156-UMKOW,44,San Simeon,93452,35.746484,-121.223355,0,None,,53,No,Yes,0,0,0,90.05
5158-RIVOP,32,Fields Landing,95537,40.726949,-124.217378,3,Offer D,2.52,,,,0,0,27.72,230.02
5159-YFPKQ,37,Moreno Valley,92551,33.88274,-117.224878,0,Offer E,24.31,16,No,Yes,0,0,48.62,209.37
5160-UXJED,27,San Diego,92101,32.72523,-117.171346,0,None,13.02,73,No,Yes,0,0,221.34,902.74
5161-UBZXI,38,Alamo,94507,37.855717,-121.994813,1,None,42.9,24,Yes,Yes,0,0,2960.1,10221.85
5161-XEUVX,23,Lynwood,90262,33.923573,-118.200669,8,Offer C,13.13,58,No,Yes,0,0,485.81,3946.76
5167-GBFRE,73,Oakland,94602,37.803883,-122.208417,0,Offer E,,19,No,Yes,0,0,0,102.5
